"","city","stateProvince","normTitleCategory","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"561","Birmingham","AL","mednurse",97,61200,15.136457311784,4.04379139506595,0.267155736099344,NA,NA,"Annual estimated Salary of  mednurse  in  Birmingham : $ 61200","Daily estimated Click per job of  mednurse  in  Birmingham :  15.136457311784 clicks","Daily estimated Local Click ratio per job in  Birmingham : $ 0.267155736099344"
"562","Cleveland","OH","sales",68,61200,22.5506889931751,5.1821825258762,0.229801516372496,-81.6805,41.4766,"Annual estimated Salary of  sales  in  Cleveland : $ 61200","Daily estimated Click per job of  sales  in  Cleveland :  22.5506889931751 clicks","Daily estimated Local Click ratio per job in  Cleveland : $ 0.229801516372496"
"563","Gainesville","FL","mednurse",35,61200,11.7474406210013,3.58217460198743,0.304932343780776,-82.3454,29.6814,"Annual estimated Salary of  mednurse  in  Gainesville : $ 61200","Daily estimated Click per job of  mednurse  in  Gainesville :  11.7474406210013 clicks","Daily estimated Local Click ratio per job in  Gainesville : $ 0.304932343780776"
"564","Honolulu","HI","mednurse",41,61200,16.5612555601271,4.44071742513664,0.268138934817727,NA,NA,"Annual estimated Salary of  mednurse  in  Honolulu : $ 61200","Daily estimated Click per job of  mednurse  in  Honolulu :  16.5612555601271 clicks","Daily estimated Local Click ratio per job in  Honolulu : $ 0.268138934817727"
"565","New Orleans","LA","mednurse",65,61200,17.219903285777,4.03068097214618,0.234071057499804,-89.9288,30.0687,"Annual estimated Salary of  mednurse  in  New Orleans : $ 61200","Daily estimated Click per job of  mednurse  in  New Orleans :  17.219903285777 clicks","Daily estimated Local Click ratio per job in  New Orleans : $ 0.234071057499804"
"566","Milwaukee","WI","mednurse",74,61150,13.2878923463594,4.46266908099106,0.335844764893338,-87.9669,43.064,"Annual estimated Salary of  mednurse  in  Milwaukee : $ 61150","Daily estimated Click per job of  mednurse  in  Milwaukee :  13.2878923463594 clicks","Daily estimated Local Click ratio per job in  Milwaukee : $ 0.335844764893338"
"567","Billings","MT","mednurse",43,61100,12.4320960434914,4.72725057887849,0.380245661096976,-108.5498,45.7892,"Annual estimated Salary of  mednurse  in  Billings : $ 61100","Daily estimated Click per job of  mednurse  in  Billings :  12.4320960434914 clicks","Daily estimated Local Click ratio per job in  Billings : $ 0.380245661096976"
"568","Fort Lauderdale","FL","mednurse",41,61100,17.2250323495796,3.82414399403121,0.222010845403408,-80.1464,26.1412,"Annual estimated Salary of  mednurse  in  Fort Lauderdale : $ 61100","Daily estimated Click per job of  mednurse  in  Fort Lauderdale :  17.2250323495796 clicks","Daily estimated Local Click ratio per job in  Fort Lauderdale : $ 0.222010845403408"
"569","San Antonio","TX","mednurse",193,61100,15.365057607693,6.60299676013535,0.429741100145916,-98.5247,29.4722,"Annual estimated Salary of  mednurse  in  San Antonio : $ 61100","Daily estimated Click per job of  mednurse  in  San Antonio :  15.365057607693 clicks","Daily estimated Local Click ratio per job in  San Antonio : $ 0.429741100145916"
"570","Sioux Falls","SD","mednurse",21,61100,11.1642049149844,4.58573040327242,0.410752976875005,-96.7315,43.5382,"Annual estimated Salary of  mednurse  in  Sioux Falls : $ 61100","Daily estimated Click per job of  mednurse  in  Sioux Falls :  11.1642049149844 clicks","Daily estimated Local Click ratio per job in  Sioux Falls : $ 0.410752976875005"
"571","Terre Haute","IN","mednurse",21,61100,10.6671795803178,2.58634019535401,0.242457734575511,-87.3763,39.4654,"Annual estimated Salary of  mednurse  in  Terre Haute : $ 61100","Daily estimated Click per job of  mednurse  in  Terre Haute :  10.6671795803178 clicks","Daily estimated Local Click ratio per job in  Terre Haute : $ 0.242457734575511"
"572","Spokane","WA","sales",40,61050,19.8104469577091,7.14593465855177,0.360715468651805,-117.433,47.6671,"Annual estimated Salary of  sales  in  Spokane : $ 61050","Daily estimated Click per job of  sales  in  Spokane :  19.8104469577091 clicks","Daily estimated Local Click ratio per job in  Spokane : $ 0.360715468651805"
"573","Charleston","WV","mednurse",27,61000,14.6858893442303,3.39233054828199,0.230992517291079,-81.6323,38.3484,"Annual estimated Salary of  mednurse  in  Charleston : $ 61000","Daily estimated Click per job of  mednurse  in  Charleston :  14.6858893442303 clicks","Daily estimated Local Click ratio per job in  Charleston : $ 0.230992517291079"
"574","Jacksonville","FL","techhelp",25,61000,18.7517020880428,6.93093975409251,0.369616567154833,-81.6749,30.3322,"Annual estimated Salary of  techhelp  in  Jacksonville : $ 61000","Daily estimated Click per job of  techhelp  in  Jacksonville :  18.7517020880428 clicks","Daily estimated Local Click ratio per job in  Jacksonville : $ 0.369616567154833"
"575","New York","NY","arts",107,61000,29.6030116421811,5.55795099463089,0.18774951217164,-73.9249,40.6943,"Annual estimated Salary of  arts  in  New York : $ 61000","Daily estimated Click per job of  arts  in  New York :  29.6030116421811 clicks","Daily estimated Local Click ratio per job in  New York : $ 0.18774951217164"
"576","Arlington","TX","mednurse",33,60900,17.7486535394575,4.04748079273422,0.228044385662053,-97.1251,32.6998,"Annual estimated Salary of  mednurse  in  Arlington : $ 60900","Daily estimated Click per job of  mednurse  in  Arlington :  17.7486535394575 clicks","Daily estimated Local Click ratio per job in  Arlington : $ 0.228044385662053"
"577","Baltimore","MD","sales",86,60900,17.4578429154547,4.07373685668736,0.233347090841392,-76.6144,39.3051,"Annual estimated Salary of  sales  in  Baltimore : $ 60900","Daily estimated Click per job of  sales  in  Baltimore :  17.4578429154547 clicks","Daily estimated Local Click ratio per job in  Baltimore : $ 0.233347090841392"
"578","Chicago","IL","hr",89,60900,31.2510599941555,11.2894722502781,0.361250858447344,-87.6861,41.8373,"Annual estimated Salary of  hr  in  Chicago : $ 60900","Daily estimated Click per job of  hr  in  Chicago :  31.2510599941555 clicks","Daily estimated Local Click ratio per job in  Chicago : $ 0.361250858447344"
"579","Detroit","MI","mednurse",72,60900,18.0696674895812,5.42537615374431,0.30024770277995,-83.1024,42.3834,"Annual estimated Salary of  mednurse  in  Detroit : $ 60900","Daily estimated Click per job of  mednurse  in  Detroit :  18.0696674895812 clicks","Daily estimated Local Click ratio per job in  Detroit : $ 0.30024770277995"
"580","Knoxville","TN","mednurse",61,60900,14.4551467664082,4.69228010491912,0.324609648089036,-83.9498,35.969,"Annual estimated Salary of  mednurse  in  Knoxville : $ 60900","Daily estimated Click per job of  mednurse  in  Knoxville :  14.4551467664082 clicks","Daily estimated Local Click ratio per job in  Knoxville : $ 0.324609648089036"
"581","Minneapolis","MN","mednurse",83,60900,13.7232111048362,5.0717059346828,0.36957137042769,-93.2679,44.9635,"Annual estimated Salary of  mednurse  in  Minneapolis : $ 60900","Daily estimated Click per job of  mednurse  in  Minneapolis :  13.7232111048362 clicks","Daily estimated Local Click ratio per job in  Minneapolis : $ 0.36957137042769"
"582","Pueblo","CO","mednurse",26,60900,16.5172178317397,3.9635815959943,0.239966660025385,-104.613,38.2701,"Annual estimated Salary of  mednurse  in  Pueblo : $ 60900","Daily estimated Click per job of  mednurse  in  Pueblo :  16.5172178317397 clicks","Daily estimated Local Click ratio per job in  Pueblo : $ 0.239966660025385"
"583","Winston-Salem","NC","mednurse",57,60900,13.823059731693,1.09534700566519,0.0792405608400731,-80.261,36.1029,"Annual estimated Salary of  mednurse  in  Winston-Salem : $ 60900","Daily estimated Click per job of  mednurse  in  Winston-Salem :  13.823059731693 clicks","Daily estimated Local Click ratio per job in  Winston-Salem : $ 0.0792405608400731"
"584","Worcester","MA","mednurse",54,60900,13.1253141908326,2.8428345254164,0.216591731373714,-71.8079,42.2705,"Annual estimated Salary of  mednurse  in  Worcester : $ 60900","Daily estimated Click per job of  mednurse  in  Worcester :  13.1253141908326 clicks","Daily estimated Local Click ratio per job in  Worcester : $ 0.216591731373714"
"585","Columbia","SC","mednurse",64,60850,15.6106425741882,3.0205864439724,0.193495330484785,-80.9043,34.0366,"Annual estimated Salary of  mednurse  in  Columbia : $ 60850","Daily estimated Click per job of  mednurse  in  Columbia :  15.6106425741882 clicks","Daily estimated Local Click ratio per job in  Columbia : $ 0.193495330484785"
"586","Peoria","IL","mednurse",31,60800,10.8078961520593,2.54795591269443,0.235749481383475,-89.6153,40.7518,"Annual estimated Salary of  mednurse  in  Peoria : $ 60800","Daily estimated Click per job of  mednurse  in  Peoria :  10.8078961520593 clicks","Daily estimated Local Click ratio per job in  Peoria : $ 0.235749481383475"
"587","Buffalo","NY","mednurse",64,60750,16.2719150066099,5.85979246655646,0.360116953915758,-78.8487,42.9016,"Annual estimated Salary of  mednurse  in  Buffalo : $ 60750","Daily estimated Click per job of  mednurse  in  Buffalo :  16.2719150066099 clicks","Daily estimated Local Click ratio per job in  Buffalo : $ 0.360116953915758"
"588","Cincinnati","OH","accounting",36,60750,25.5253805846033,7.38692086285763,0.289395131186149,-84.506,39.1412,"Annual estimated Salary of  accounting  in  Cincinnati : $ 60750","Daily estimated Click per job of  accounting  in  Cincinnati :  25.5253805846033 clicks","Daily estimated Local Click ratio per job in  Cincinnati : $ 0.289395131186149"
"589","Amarillo","TX","mednurse",29,60700,19.2957096600993,9.46243651263268,0.490390697171383,-101.8297,35.1999,"Annual estimated Salary of  mednurse  in  Amarillo : $ 60700","Daily estimated Click per job of  mednurse  in  Amarillo :  19.2957096600993 clicks","Daily estimated Local Click ratio per job in  Amarillo : $ 0.490390697171383"
"590","Austin","TX","accounting",54,60700,26.134008854948,7.57270857215032,0.289764521554318,-97.7545,30.3038,"Annual estimated Salary of  accounting  in  Austin : $ 60700","Daily estimated Click per job of  accounting  in  Austin :  26.134008854948 clicks","Daily estimated Local Click ratio per job in  Austin : $ 0.289764521554318"
"591","Austin","TX","mednurse",124,60700,13.8460732029892,3.6397948171904,0.262875601178001,-97.7545,30.3038,"Annual estimated Salary of  mednurse  in  Austin : $ 60700","Daily estimated Click per job of  mednurse  in  Austin :  13.8460732029892 clicks","Daily estimated Local Click ratio per job in  Austin : $ 0.262875601178001"
"592","Hartford","CT","sales",30,60700,26.2933896844649,2.34796197010114,0.0892985650871939,-72.6834,41.7661,"Annual estimated Salary of  sales  in  Hartford : $ 60700","Daily estimated Click per job of  sales  in  Hartford :  26.2933896844649 clicks","Daily estimated Local Click ratio per job in  Hartford : $ 0.0892985650871939"
"593","Irvine","CA","accounting",54,60700,21.5413871045921,2.8811614035364,0.133750040772547,-117.7738,33.6772,"Annual estimated Salary of  accounting  in  Irvine : $ 60700","Daily estimated Click per job of  accounting  in  Irvine :  21.5413871045921 clicks","Daily estimated Local Click ratio per job in  Irvine : $ 0.133750040772547"
"594","Newark","NJ","mednurse",31,60700,22.127103224325,3.04936800675696,0.137811442186644,-74.1724,40.7242,"Annual estimated Salary of  mednurse  in  Newark : $ 60700","Daily estimated Click per job of  mednurse  in  Newark :  22.127103224325 clicks","Daily estimated Local Click ratio per job in  Newark : $ 0.137811442186644"
"595","Queens","NY","mednurse",27,60700,17.2482128789208,0.90514147942202,0.052477406545011,-73.7976,40.7498,"Annual estimated Salary of  mednurse  in  Queens : $ 60700","Daily estimated Click per job of  mednurse  in  Queens :  17.2482128789208 clicks","Daily estimated Local Click ratio per job in  Queens : $ 0.052477406545011"
"596","Salem","OR","mednurse",27,60500,13.1772378665975,3.88893332272353,0.295125075686873,-123.0245,44.9231,"Annual estimated Salary of  mednurse  in  Salem : $ 60500","Daily estimated Click per job of  mednurse  in  Salem :  13.1772378665975 clicks","Daily estimated Local Click ratio per job in  Salem : $ 0.295125075686873"
"597","Stockton","CA","mednurse",22,60500,11.3546056186729,3.82061805349409,0.336481792657861,-121.3111,37.9766,"Annual estimated Salary of  mednurse  in  Stockton : $ 60500","Daily estimated Click per job of  mednurse  in  Stockton :  11.3546056186729 clicks","Daily estimated Local Click ratio per job in  Stockton : $ 0.336481792657861"
"598","Allentown","PA","mednurse",34,60450,13.7327189206658,2.76508205187132,0.20134993425885,-75.4756,40.5962,"Annual estimated Salary of  mednurse  in  Allentown : $ 60450","Daily estimated Click per job of  mednurse  in  Allentown :  13.7327189206658 clicks","Daily estimated Local Click ratio per job in  Allentown : $ 0.20134993425885"
"599","Memphis","TN","mednurse",54,60400,18.41512151827,4.71015307822957,0.255776377775001,-89.9773,35.1047,"Annual estimated Salary of  mednurse  in  Memphis : $ 60400","Daily estimated Click per job of  mednurse  in  Memphis :  18.41512151827 clicks","Daily estimated Local Click ratio per job in  Memphis : $ 0.255776377775001"
"600","Oklahoma City","OK","mednurse",131,60400,14.6313964241944,3.86733664492985,0.264317672271859,-97.5138,35.4677,"Annual estimated Salary of  mednurse  in  Oklahoma City : $ 60400","Daily estimated Click per job of  mednurse  in  Oklahoma City :  14.6313964241944 clicks","Daily estimated Local Click ratio per job in  Oklahoma City : $ 0.264317672271859"
"601","Hanford","CA","mednurse",21,60300,15.2788897299522,2.76244740686258,0.180801580199063,-119.6539,36.326,"Annual estimated Salary of  mednurse  in  Hanford : $ 60300","Daily estimated Click per job of  mednurse  in  Hanford :  15.2788897299522 clicks","Daily estimated Local Click ratio per job in  Hanford : $ 0.180801580199063"
"602","Shreveport","LA","sales",21,60300,28.6357226506526,8.18401538577091,0.28579741065429,-93.7959,32.4659,"Annual estimated Salary of  sales  in  Shreveport : $ 60300","Daily estimated Click per job of  sales  in  Shreveport :  28.6357226506526 clicks","Daily estimated Local Click ratio per job in  Shreveport : $ 0.28579741065429"
"603","Atlanta","GA","sales",218,60100,25.0505852820022,6.29132251875458,0.251144731667193,-84.4231,33.7627,"Annual estimated Salary of  sales  in  Atlanta : $ 60100","Daily estimated Click per job of  sales  in  Atlanta :  25.0505852820022 clicks","Daily estimated Local Click ratio per job in  Atlanta : $ 0.251144731667193"
"604","Bangor","ME","mednurse",26,60100,12.3748252973452,2.30528909402917,0.186288617304661,-68.7906,44.8322,"Annual estimated Salary of  mednurse  in  Bangor : $ 60100","Daily estimated Click per job of  mednurse  in  Bangor :  12.3748252973452 clicks","Daily estimated Local Click ratio per job in  Bangor : $ 0.186288617304661"
"605","Boston","MA","uncategorized",54,60100,25.9361556895264,3.74706184060476,0.144472522661402,-71.0838,42.3189,"Annual estimated Salary of  uncategorized  in  Boston : $ 60100","Daily estimated Click per job of  uncategorized  in  Boston :  25.9361556895264 clicks","Daily estimated Local Click ratio per job in  Boston : $ 0.144472522661402"
"606","Denver","CO","sales",128,60000,20.2418573948977,6.51954643995282,0.322082421230582,-104.8759,39.7621,"Annual estimated Salary of  sales  in  Denver : $ 60000","Daily estimated Click per job of  sales  in  Denver :  20.2418573948977 clicks","Daily estimated Local Click ratio per job in  Denver : $ 0.322082421230582"
"607","Louisville","KY","mednurse",117,60000,15.3077823516226,5.34774415929865,0.349348066000677,-85.6488,38.1662,"Annual estimated Salary of  mednurse  in  Louisville : $ 60000","Daily estimated Click per job of  mednurse  in  Louisville :  15.3077823516226 clicks","Daily estimated Local Click ratio per job in  Louisville : $ 0.349348066000677"
"608","Reading","PA","mednurse",24,60000,13.4101201025754,2.71114706100587,0.202171721078411,-75.9266,40.34,"Annual estimated Salary of  mednurse  in  Reading : $ 60000","Daily estimated Click per job of  mednurse  in  Reading :  13.4101201025754 clicks","Daily estimated Local Click ratio per job in  Reading : $ 0.202171721078411"
"609","Saint Petersburg","FL","mednurse",70,60000,13.7105782419626,2.60703174225382,0.190147468344897,-82.6652,27.7931,"Annual estimated Salary of  mednurse  in  Saint Petersburg : $ 60000","Daily estimated Click per job of  mednurse  in  Saint Petersburg :  13.7105782419626 clicks","Daily estimated Local Click ratio per job in  Saint Petersburg : $ 0.190147468344897"
"610","Fort Myers","FL","mednurse",34,59950,15.3974297573365,2.90652179410354,0.188766686382749,-81.8306,26.6197,"Annual estimated Salary of  mednurse  in  Fort Myers : $ 59950","Daily estimated Click per job of  mednurse  in  Fort Myers :  15.3974297573365 clicks","Daily estimated Local Click ratio per job in  Fort Myers : $ 0.188766686382749"
"611","Nashville","TN","techinfo",36,59950,18.8944853427537,3.57594883880963,0.189258864369177,-86.7844,36.1714,"Annual estimated Salary of  techinfo  in  Nashville : $ 59950","Daily estimated Click per job of  techinfo  in  Nashville :  18.8944853427537 clicks","Daily estimated Local Click ratio per job in  Nashville : $ 0.189258864369177"
"612","Orange","CA","mednurse",29,59900,19.0012337319516,1.3944280138484,0.0733861828931451,-117.8219,33.8038,"Annual estimated Salary of  mednurse  in  Orange : $ 59900","Daily estimated Click per job of  mednurse  in  Orange :  19.0012337319516 clicks","Daily estimated Local Click ratio per job in  Orange : $ 0.0733861828931451"
"613","Columbus","OH","mednurse",100,59850,18.0914269173674,5.41631398887457,0.299385671103423,-82.9852,39.9859,"Annual estimated Salary of  mednurse  in  Columbus : $ 59850","Daily estimated Click per job of  mednurse  in  Columbus :  18.0914269173674 clicks","Daily estimated Local Click ratio per job in  Columbus : $ 0.299385671103423"
"614","Denver","CO","management",198,59850,23.4865775744467,6.5594709777101,0.279285943510423,-104.8759,39.7621,"Annual estimated Salary of  management  in  Denver : $ 59850","Daily estimated Click per job of  management  in  Denver :  23.4865775744467 clicks","Daily estimated Local Click ratio per job in  Denver : $ 0.279285943510423"
"615","Richmond","VA","mednurse",116,59850,17.1625172824306,4.61508367081699,0.268904822927199,-77.4755,37.5294,"Annual estimated Salary of  mednurse  in  Richmond : $ 59850","Daily estimated Click per job of  mednurse  in  Richmond :  17.1625172824306 clicks","Daily estimated Local Click ratio per job in  Richmond : $ 0.268904822927199"
"616","Las Vegas","NV","mednurse",135,59800,16.2320260811308,6.41268018496424,0.395063447588886,-115.2603,36.2288,"Annual estimated Salary of  mednurse  in  Las Vegas : $ 59800","Daily estimated Click per job of  mednurse  in  Las Vegas :  16.2320260811308 clicks","Daily estimated Local Click ratio per job in  Las Vegas : $ 0.395063447588886"
"617","St. Louis","MO","accounting",61,59800,23.1474465783749,1.04164777905318,0.045000547923343,NA,NA,"Annual estimated Salary of  accounting  in  St. Louis : $ 59800","Daily estimated Click per job of  accounting  in  St. Louis :  23.1474465783749 clicks","Daily estimated Local Click ratio per job in  St. Louis : $ 0.045000547923343"
"618","Boston","MA","science",65,59700,20.0480675986048,2.88052008358683,0.143680684904878,-71.0838,42.3189,"Annual estimated Salary of  science  in  Boston : $ 59700","Daily estimated Click per job of  science  in  Boston :  20.0480675986048 clicks","Daily estimated Local Click ratio per job in  Boston : $ 0.143680684904878"
"619","Bradenton","FL","mednurse",32,59700,11.5055507233837,3.8500807090199,0.334628111385842,-82.5746,27.49,"Annual estimated Salary of  mednurse  in  Bradenton : $ 59700","Daily estimated Click per job of  mednurse  in  Bradenton :  11.5055507233837 clicks","Daily estimated Local Click ratio per job in  Bradenton : $ 0.334628111385842"
"620","Charleston","SC","mednurse",56,59600,13.6844790647918,1.92052077982487,0.14034299520879,-79.9643,32.8137,"Annual estimated Salary of  mednurse  in  Charleston : $ 59600","Daily estimated Click per job of  mednurse  in  Charleston :  13.6844790647918 clicks","Daily estimated Local Click ratio per job in  Charleston : $ 0.14034299520879"
"621","Chicago","IL","marketing",99,59600,26.6793703931629,10.0382502705907,0.37625514105697,-87.6861,41.8373,"Annual estimated Salary of  marketing  in  Chicago : $ 59600","Daily estimated Click per job of  marketing  in  Chicago :  26.6793703931629 clicks","Daily estimated Local Click ratio per job in  Chicago : $ 0.37625514105697"
"622","Jersey City","NJ","sales",23,59600,18.9938157388455,3.38274506296417,0.17809718223421,-74.0683,40.7161,"Annual estimated Salary of  sales  in  Jersey City : $ 59600","Daily estimated Click per job of  sales  in  Jersey City :  18.9938157388455 clicks","Daily estimated Local Click ratio per job in  Jersey City : $ 0.17809718223421"
"623","Philadelphia","PA","sales",133,59600,22.6566483095367,8.04255782092891,0.354975621771187,-75.134,40.0076,"Annual estimated Salary of  sales  in  Philadelphia : $ 59600","Daily estimated Click per job of  sales  in  Philadelphia :  22.6566483095367 clicks","Daily estimated Local Click ratio per job in  Philadelphia : $ 0.354975621771187"
"624","Pittsburgh","PA","mednurse",107,59600,16.8595594016959,5.18356180472976,0.30745535403543,-79.9763,40.4396,"Annual estimated Salary of  mednurse  in  Pittsburgh : $ 59600","Daily estimated Click per job of  mednurse  in  Pittsburgh :  16.8595594016959 clicks","Daily estimated Local Click ratio per job in  Pittsburgh : $ 0.30745535403543"
"625","St. Louis","MO","science",33,59500,15.4692216794124,0.950724955255507,0.0614591331715675,NA,NA,"Annual estimated Salary of  science  in  St. Louis : $ 59500","Daily estimated Click per job of  science  in  St. Louis :  15.4692216794124 clicks","Daily estimated Local Click ratio per job in  St. Louis : $ 0.0614591331715675"
"626","Dallas","TX","science",22,59450,15.1760302065979,2.97603055821684,0.196100727113931,-96.7659,32.7938,"Annual estimated Salary of  science  in  Dallas : $ 59450","Daily estimated Click per job of  science  in  Dallas :  15.1760302065979 clicks","Daily estimated Local Click ratio per job in  Dallas : $ 0.196100727113931"
"627","Philadelphia","PA","management",184,59400,25.2819445672148,6.97288995176078,0.275805127774985,-75.134,40.0076,"Annual estimated Salary of  management  in  Philadelphia : $ 59400","Daily estimated Click per job of  management  in  Philadelphia :  25.2819445672148 clicks","Daily estimated Local Click ratio per job in  Philadelphia : $ 0.275805127774985"
"628","Salt Lake City","UT","mednurse",55,59400,13.5432279728772,4.24689384809298,0.313580621739377,-111.9301,40.7774,"Annual estimated Salary of  mednurse  in  Salt Lake City : $ 59400","Daily estimated Click per job of  mednurse  in  Salt Lake City :  13.5432279728772 clicks","Daily estimated Local Click ratio per job in  Salt Lake City : $ 0.313580621739377"
"629","Akron","OH","mednurse",48,59350,16.9826305591036,3.84315617729486,0.226299227550158,-81.5219,41.0802,"Annual estimated Salary of  mednurse  in  Akron : $ 59350","Daily estimated Click per job of  mednurse  in  Akron :  16.9826305591036 clicks","Daily estimated Local Click ratio per job in  Akron : $ 0.226299227550158"
"630","Indianapolis","IN","mednurse",180,59300,12.5197024215101,3.91150037894142,0.312427583919332,-86.1458,39.7771,"Annual estimated Salary of  mednurse  in  Indianapolis : $ 59300","Daily estimated Click per job of  mednurse  in  Indianapolis :  12.5197024215101 clicks","Daily estimated Local Click ratio per job in  Indianapolis : $ 0.312427583919332"
"631","Saint Paul","MN","mednurse",56,59300,13.5395520594707,3.97614458286936,0.293668842617884,-93.104,44.9477,"Annual estimated Salary of  mednurse  in  Saint Paul : $ 59300","Daily estimated Click per job of  mednurse  in  Saint Paul :  13.5395520594707 clicks","Daily estimated Local Click ratio per job in  Saint Paul : $ 0.293668842617884"
"632","Phoenix","AZ","therapy",36,59250,12.8090080167961,3.46947884781928,0.270862415205755,-112.0891,33.5722,"Annual estimated Salary of  therapy  in  Phoenix : $ 59250","Daily estimated Click per job of  therapy  in  Phoenix :  12.8090080167961 clicks","Daily estimated Local Click ratio per job in  Phoenix : $ 0.270862415205755"
"633","Houston","TX","finance",24,59150,42.6924111044007,16.0028077998449,0.37483963509841,-95.3936,29.7871,"Annual estimated Salary of  finance  in  Houston : $ 59150","Daily estimated Click per job of  finance  in  Houston :  42.6924111044007 clicks","Daily estimated Local Click ratio per job in  Houston : $ 0.37483963509841"
"634","Colorado Springs","CO","techhelp",39,59100,17.525298724304,5.47184667407927,0.312225586573936,-104.7605,38.8673,"Annual estimated Salary of  techhelp  in  Colorado Springs : $ 59100","Daily estimated Click per job of  techhelp  in  Colorado Springs :  17.525298724304 clicks","Daily estimated Local Click ratio per job in  Colorado Springs : $ 0.312225586573936"
"635","Fargo","ND","mednurse",44,59100,10.9460400714373,3.68488559021923,0.336640973920294,-96.829,46.8654,"Annual estimated Salary of  mednurse  in  Fargo : $ 59100","Daily estimated Click per job of  mednurse  in  Fargo :  10.9460400714373 clicks","Daily estimated Local Click ratio per job in  Fargo : $ 0.336640973920294"
"636","Phoenix","AZ","techhelp",46,59100,26.6596333762484,5.76066048598596,0.216081759440783,-112.0891,33.5722,"Annual estimated Salary of  techhelp  in  Phoenix : $ 59100","Daily estimated Click per job of  techhelp  in  Phoenix :  26.6596333762484 clicks","Daily estimated Local Click ratio per job in  Phoenix : $ 0.216081759440783"
"637","Pittsburgh","PA","management",154,59100,20.1371097268235,5.9740370544683,0.296668048965867,-79.9763,40.4396,"Annual estimated Salary of  management  in  Pittsburgh : $ 59100","Daily estimated Click per job of  management  in  Pittsburgh :  20.1371097268235 clicks","Daily estimated Local Click ratio per job in  Pittsburgh : $ 0.296668048965867"
"638","Scottsdale","AZ","mednurse",33,59100,13.9115851061246,2.08305043948061,0.149734945629132,-111.865,33.6872,"Annual estimated Salary of  mednurse  in  Scottsdale : $ 59100","Daily estimated Click per job of  mednurse  in  Scottsdale :  13.9115851061246 clicks","Daily estimated Local Click ratio per job in  Scottsdale : $ 0.149734945629132"
"639","Dallas","TX","sales",191,59000,20.9607843690164,4.8755847442491,0.232605071375862,-96.7659,32.7938,"Annual estimated Salary of  sales  in  Dallas : $ 59000","Daily estimated Click per job of  sales  in  Dallas :  20.9607843690164 clicks","Daily estimated Local Click ratio per job in  Dallas : $ 0.232605071375862"
"640","Overland Park","KS","mednurse",41,59000,13.02927599521,2.11886885574727,0.162623683505226,-94.6871,38.8871,"Annual estimated Salary of  mednurse  in  Overland Park : $ 59000","Daily estimated Click per job of  mednurse  in  Overland Park :  13.02927599521 clicks","Daily estimated Local Click ratio per job in  Overland Park : $ 0.162623683505226"
"641","Boca Raton","FL","accounting",36,58850,31.1059226168437,3.6699036549427,0.117980864935202,-80.1078,26.3749,"Annual estimated Salary of  accounting  in  Boca Raton : $ 58850","Daily estimated Click per job of  accounting  in  Boca Raton :  31.1059226168437 clicks","Daily estimated Local Click ratio per job in  Boca Raton : $ 0.117980864935202"
"642","Boca Raton","FL","sales",26,58850,21.2421527137376,3.91329098191094,0.18422290031745,-80.1078,26.3749,"Annual estimated Salary of  sales  in  Boca Raton : $ 58850","Daily estimated Click per job of  sales  in  Boca Raton :  21.2421527137376 clicks","Daily estimated Local Click ratio per job in  Boca Raton : $ 0.18422290031745"
"643","Miami","FL","mednurse",91,58800,21.6290081083923,7.29114096588757,0.337100107843527,-80.2102,25.784,"Annual estimated Salary of  mednurse  in  Miami : $ 58800","Daily estimated Click per job of  mednurse  in  Miami :  21.6290081083923 clicks","Daily estimated Local Click ratio per job in  Miami : $ 0.337100107843527"
"644","New Braunfels","TX","mednurse",22,58800,10.333305123258,3.6533616236194,0.353552090066176,NA,NA,"Annual estimated Salary of  mednurse  in  New Braunfels : $ 58800","Daily estimated Click per job of  mednurse  in  New Braunfels :  10.333305123258 clicks","Daily estimated Local Click ratio per job in  New Braunfels : $ 0.353552090066176"
"645","Sacramento","CA","management",81,58700,22.3523510632659,6.0927620221276,0.27257812857729,-121.4683,38.5666,"Annual estimated Salary of  management  in  Sacramento : $ 58700","Daily estimated Click per job of  management  in  Sacramento :  22.3523510632659 clicks","Daily estimated Local Click ratio per job in  Sacramento : $ 0.27257812857729"
"646","Dallas","TX","hr",59,58600,38.2215437874008,7.81686850835902,0.204514724780315,-96.7659,32.7938,"Annual estimated Salary of  hr  in  Dallas : $ 58600","Daily estimated Click per job of  hr  in  Dallas :  38.2215437874008 clicks","Daily estimated Local Click ratio per job in  Dallas : $ 0.204514724780315"
"647","Bloomington","IN","mednurse",30,58500,13.8577980625895,2.02176618310822,0.145893754114239,-86.5257,39.1637,"Annual estimated Salary of  mednurse  in  Bloomington : $ 58500","Daily estimated Click per job of  mednurse  in  Bloomington :  13.8577980625895 clicks","Daily estimated Local Click ratio per job in  Bloomington : $ 0.145893754114239"
"648","Charlotte","NC","mednurse",107,58500,16.487371787593,4.22378667193317,0.25618313982048,-80.8308,35.208,"Annual estimated Salary of  mednurse  in  Charlotte : $ 58500","Daily estimated Click per job of  mednurse  in  Charlotte :  16.487371787593 clicks","Daily estimated Local Click ratio per job in  Charlotte : $ 0.25618313982048"
